ProgramId,Title,Description,Availability,Duration,EducationLevel,TargetLevel,Capacity,CreatedAt,ProgramPostStatus,MentorProfileId,DomainId,SubDomainId,Deadline
2680,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,10,2025-10-12 00:00:00,1,781,1,5,2025-10-31 00:00:00
997,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Senior,5,2025-02-04 00:00:00,1,1353,1,1,2025-10-26 00:00:00
641,Introduction to Branding,This mentorship focuses on Branding with practical applications.,Available,,senior,Senior,3,2025-08-14 00:00:00,1,246,3,18,2026-06-13 00:00:00
2788,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Beginner,9,2025-05-14 00:00:00,1,1277,1,6,2025-07-16 00:00:00
2508,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Mid,7,2025-01-19 00:00:00,1,1379,2,10,2026-06-15 00:00:00
597,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Senior,8,2024-11-22 00:00:00,1,675,2,7,2026-07-10 00:00:00
203,Introduction to Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,junior,Mid,9,2025-09-15 00:00:00,1,1014,4,22,2026-01-18 00:00:00
512,Product Management for Real Projects,This mentorship focuses on Product Management with practical applications.,Available,,senior,Senior,8,2024-11-06 00:00:00,1,1387,4,19,2025-06-14 00:00:00
3112,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Senior,8,2024-12-25 00:00:00,1,1092,1,1,2026-07-02 00:00:00
299,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Beginner,11,2024-06-12 00:00:00,1,420,1,2,2024-08-29 00:00:00
1627,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,junior,Junior,9,2025-07-12 00:00:00,1,888,3,17,2026-06-06 00:00:00
3118,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Mid,8,2025-01-06 00:00:00,1,1397,1,4,2025-03-20 00:00:00
933,Introduction to Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,sophomore,Beginner,13,2025-06-03 00:00:00,1,390,2,9,2025-09-01 00:00:00
868,Machine Learning for Real Projects,This mentorship focuses on Machine Learning with practical applications.,Available,,junior,Mid,7,2024-09-04 00:00:00,1,995,2,7,2025-10-15 17:52:00
2106,Data Engineering for Beginners,This mentorship focuses on Data Engineering with practical applications.,Available,,junior,Senior,8,2025-07-31 00:00:00,1,1377,2,13,2026-07-04 00:00:00
2234,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,8,2024-09-16 00:00:00,1,724,1,5,2026-06-28 00:00:00
2282,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Junior,8,2025-07-09 00:00:00,1,141,1,3,2025-09-19 00:00:00
1895,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Beginner,10,2025-04-30 00:00:00,1,698,1,3,2025-05-30 00:00:00
2934,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Senior,5,2025-10-11 00:00:00,1,1449,1,2,2026-06-28 00:00:00
6,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Senior,8,2025-06-23 00:00:00,1,671,1,1,2026-06-24 00:00:00
1369,Business Analysis for Beginners,This mentorship focuses on Business Analysis with practical applications.,Available,,freshman,Junior,10,2025-08-19 00:00:00,1,1396,4,20,2025-11-02 00:00:00
2552,Career Coaching for Real Projects,This mentorship focuses on Career Coaching with practical applications.,Available,,freshman,Senior,6,2025-05-21 00:00:00,1,497,4,22,2026-06-10 00:00:00
2019,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Senior,4,2025-03-11 00:00:00,1,1029,1,3,2026-06-04 00:00:00
573,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,graduate,Beginner,10,2025-01-30 00:00:00,1,1124,3,16,2025-04-12 00:00:00
645,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,junior,Beginner,10,2025-03-12 00:00:00,1,807,3,17,2025-11-07 22:32:00
2692,Business Analysis for Beginners,This mentorship focuses on Business Analysis with practical applications.,Available,,senior,Beginner,6,2025-06-24 00:00:00,1,589,4,20,2025-09-09 00:00:00
1191,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Junior,9,2025-10-13 00:00:00,1,122,1,1,2026-03-31 00:00:00
193,Hands-on Career Coaching Training,This mentorship focuses on Career Coaching with practical applications.,Available,,sophomore,Senior,8,2024-09-13 00:00:00,1,1212,4,22,2026-06-25 00:00:00
2495,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,freshman,Beginner,8,2024-06-17 00:00:00,1,491,1,6,2025-06-15 00:00:00
1441,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,freshman,Beginner,4,2024-06-15 00:00:00,1,719,1,6,2026-06-25 00:00:00
2022,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Beginner,9,2024-03-17 00:00:00,1,975,1,4,2026-06-24 00:00:00
2009,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Junior,8,2025-10-11 00:00:00,1,673,1,1,2026-06-27 00:00:00
1125,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Beginner,8,2025-10-09 00:00:00,1,1097,2,11,2026-07-14 00:00:00
913,Hands-on Entrepreneurship Training,This mentorship focuses on Entrepreneurship with practical applications.,Available,,junior,Mid,8,2025-10-17 00:00:00,1,791,4,23,2025-11-10 00:00:00
976,Hands-on Deep Learning Training,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Beginner,5,2025-06-11 00:00:00,1,109,2,8,2025-08-16 00:00:00
2930,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,senior,Mid,8,2025-01-07 00:00:00,1,689,3,15,2026-07-11 00:00:00
1227,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Junior,10,2025-02-06 00:00:00,1,1048,1,2,2025-02-13 00:00:00
2435,UI/UX Design for Beginners,This mentorship focuses on UI/UX Design with practical applications.,Available,,sophomore,Beginner,9,2025-04-18 00:00:00,1,310,3,14,2025-07-17 00:00:00
2813,Data Science for Beginners,This mentorship focuses on Data Science with practical applications.,Available,,senior,Beginner,9,2024-07-23 00:00:00,1,602,2,12,2024-10-12 00:00:00
177,Introduction to Project Management,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Mid,7,2025-08-13 00:00:00,1,402,4,21,2025-10-03 00:00:00
1464,Project Management for Beginners,This mentorship focuses on Project Management with practical applications.,Available,,junior,Beginner,10,2025-10-17 00:00:00,1,190,4,21,2026-06-01 00:00:00
1503,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Junior,9,2025-04-06 00:00:00,1,1155,1,3,2025-05-22 00:00:00
3172,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Mid,4,2025-06-28 00:00:00,1,81,1,4,2026-07-14 00:00:00
2516,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,senior,Senior,5,2025-08-06 00:00:00,1,1198,3,18,2026-06-19 00:00:00
1116,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,junior,Mid,5,2025-09-16 00:00:00,1,1137,3,14,2025-11-03 00:00:00
1928,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Senior,8,2025-09-21 00:00:00,1,639,1,2,2025-11-24 00:00:00
2168,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Beginner,16,2025-08-07 00:00:00,1,12,2,11,2025-11-04 00:00:00
648,Business Analysis for Beginners,This mentorship focuses on Business Analysis with practical applications.,Available,,sophomore,Mid,8,2024-12-22 00:00:00,1,1177,4,20,2026-06-10 00:00:00
1257,Introduction to Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,graduate,Mid,6,2024-08-03 00:00:00,1,951,2,13,2026-06-10 00:00:00
2793,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Junior,10,2025-08-29 00:00:00,1,1494,3,15,2025-11-10 00:00:00
2670,Introduction to Branding,This mentorship focuses on Branding with practical applications.,Available,,freshman,Mid,4,2025-06-13 00:00:00,1,1498,3,18,2026-07-02 00:00:00
2437,Mastering UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Senior,8,2025-09-22 00:00:00,1,310,3,14,2026-06-26 00:00:00
3,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Mid,9,2025-10-10 00:00:00,1,530,3,16,2025-12-06 00:00:00
103,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Beginner,8,2025-09-07 00:00:00,1,23,3,14,2026-06-25 00:00:00
1818,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Junior,10,2024-01-06 00:00:00,1,273,3,16,2025-08-18 20:18:00
1249,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Junior,6,2025-07-27 00:00:00,1,840,1,1,2025-10-13 00:00:00
3043,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Senior,6,2025-10-16 00:00:00,1,10,1,3,2026-06-15 00:00:00
2501,Data Analysis for Real Projects,This mentorship focuses on Data Analysis with practical applications.,Available,,freshman,Beginner,8,2025-05-30 00:00:00,1,260,2,11,2026-06-27 00:00:00
3077,Mastering Entrepreneurship,This mentorship focuses on Entrepreneurship with practical applications.,Available,,sophomore,Mid,10,2025-02-01 00:00:00,1,1310,4,23,2025-04-27 00:00:00
2944,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Beginner,9,2025-04-24 00:00:00,1,1500,1,5,2025-07-18 00:00:00
1801,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Junior,9,2025-10-13 00:00:00,1,247,1,4,2026-06-13 00:00:00
1902,Entrepreneurship for Beginners,This mentorship focuses on Entrepreneurship with practical applications.,Available,,junior,Mid,4,2025-07-05 00:00:00,1,570,4,23,2026-06-02 00:00:00
3079,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,senior,Beginner,5,2025-09-18 00:00:00,1,216,3,15,2025-10-25 00:00:00
1730,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Mid,7,2025-05-17 00:00:00,1,9,1,4,2026-07-03 00:00:00
2389,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Beginner,8,2024-01-24 00:00:00,1,318,1,5,2024-05-04 00:00:00
2227,Computer Vision for Beginners,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Senior,10,2024-07-06 00:00:00,1,816,2,9,2024-07-14 00:00:00
1176,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Mid,7,2025-08-07 00:00:00,1,42,1,6,2026-07-09 00:00:00
635,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,sophomore,Senior,10,2024-11-15 00:00:00,1,1395,3,18,2026-07-02 00:00:00
2455,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Senior,9,2025-03-07 00:00:00,1,804,3,14,2026-05-29 00:00:00
2527,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Mid,10,2025-07-05 00:00:00,1,536,1,3,2025-07-22 00:00:00
341,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,senior,Junior,5,2024-09-16 00:00:00,1,1201,3,14,2025-05-17 00:00:00
483,Data Analysis for Real Projects,This mentorship focuses on Data Analysis with practical applications.,Available,,junior,Mid,9,2025-10-11 00:00:00,1,302,2,11,2026-01-30 00:00:00
517,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Mid,10,2025-07-19 00:00:00,1,693,1,1,2026-06-24 00:00:00
1208,Hands-on Branding Training,This mentorship focuses on Branding with practical applications.,Available,,sophomore,Junior,8,2024-11-09 00:00:00,1,746,3,18,2025-01-27 00:00:00
991,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,graduate,Junior,9,2025-09-26 00:00:00,1,808,3,18,2025-11-22 00:00:00
2635,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Junior,9,2024-09-23 00:00:00,1,48,1,5,2026-06-28 00:00:00
1493,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,junior,Mid,8,2025-08-12 00:00:00,1,877,4,20,2026-06-11 00:00:00
2672,Graphic Design for Beginners,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Mid,8,2025-08-29 00:00:00,1,1498,3,16,2026-06-23 00:00:00
1207,Mastering Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,freshman,Mid,7,2024-12-09 00:00:00,1,697,4,22,2024-12-21 00:00:00
1377,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,sophomore,Beginner,8,2024-04-04 00:00:00,1,867,3,16,2026-06-08 00:00:00
2267,Introduction to Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,graduate,Mid,8,2025-03-02 00:00:00,1,278,4,22,2025-10-01 00:00:00
2978,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Mid,7,2025-10-15 04:00:00,1,1427,2,11,2025-10-16 04:00:00
1169,Machine Learning for Beginners,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Mid,8,2025-01-26 00:00:00,1,399,2,7,2026-06-22 00:00:00
320,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Junior,7,2025-10-01 00:00:00,1,477,1,5,2026-06-14 00:00:00
2467,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Senior,6,2023-12-27 00:00:00,1,1286,1,3,2026-06-27 00:00:00
3164,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,sophomore,Junior,4,2025-09-10 00:00:00,1,1211,4,20,2025-11-23 00:00:00
84,Branding for Real Projects,This mentorship focuses on Branding with practical applications.,Available,,freshman,Beginner,10,2024-10-02 00:00:00,1,243,3,18,2024-12-28 00:00:00
446,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,junior,Mid,7,2024-07-05 00:00:00,1,772,3,17,2024-11-19 21:26:00
908,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Junior,6,2025-08-21 00:00:00,1,1399,1,1,2025-11-09 00:00:00
2654,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Junior,10,2025-09-17 00:00:00,1,138,1,5,2026-06-25 00:00:00
1987,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Senior,6,2025-08-18 00:00:00,1,900,1,5,2026-07-12 00:00:00
145,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,7,2025-03-22 00:00:00,1,911,1,5,2026-07-14 00:00:00
1431,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Mid,8,2025-07-23 00:00:00,1,323,1,4,2026-07-03 00:00:00
833,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,freshman,Senior,9,2025-09-07 00:00:00,1,1062,3,18,2026-02-24 00:00:00
1977,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,junior,Senior,5,2025-04-06 00:00:00,1,313,3,14,2026-04-09 00:00:00
2723,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,sophomore,Beginner,10,2025-01-30 00:00:00,1,889,3,17,2025-04-20 00:00:00
979,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Junior,9,2025-01-09 00:00:00,1,1130,1,1,2025-03-29 00:00:00
2741,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Senior,7,2025-09-12 00:00:00,1,217,1,3,2026-01-15 00:00:00
1656,Introduction to Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,graduate,Senior,10,2025-03-04 00:00:00,1,1479,2,13,2026-06-07 00:00:00
1754,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,senior,Mid,8,2025-08-21 00:00:00,1,512,1,6,2026-06-10 00:00:00
1491,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,junior,Senior,3,2024-09-09 00:00:00,1,1079,3,14,2026-06-16 00:00:00
574,Graphic Design for Beginners,This mentorship focuses on Graphic Design with practical applications.,Available,,graduate,Junior,10,2025-02-07 00:00:00,1,1124,3,16,2025-04-15 00:00:00
1150,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Senior,6,2024-11-10 00:00:00,1,1291,1,1,2025-06-21 00:00:00
2381,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Junior,6,2025-09-30 00:00:00,1,1236,1,5,2025-12-29 00:00:00
1893,Mastering Project Management,This mentorship focuses on Project Management with practical applications.,Available,,senior,Junior,5,2025-10-15 00:00:00,1,1376,4,21,2025-11-11 00:00:00
1026,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Senior,5,2025-07-20 00:00:00,1,524,1,3,2026-07-05 00:00:00
93,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,senior,Senior,9,2024-07-29 00:00:00,1,905,2,10,2026-07-02 00:00:00
961,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Mid,8,2025-06-14 00:00:00,1,1483,1,1,2026-06-01 00:00:00
905,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,junior,Mid,4,2025-08-07 00:00:00,1,1183,3,18,2026-06-18 00:00:00
617,Motion Design for Real Projects,This mentorship focuses on Motion Design with practical applications.,Available,,graduate,Beginner,10,2025-09-13 00:00:00,1,598,3,17,2025-12-14 00:00:00
1196,Mastering Entrepreneurship,This mentorship focuses on Entrepreneurship with practical applications.,Available,,sophomore,Senior,8,2025-05-04 00:00:00,1,1385,4,23,2026-06-01 00:00:00
2539,Introduction to Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,senior,Junior,8,2024-04-24 00:00:00,1,120,2,8,2026-06-01 00:00:00
1074,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Senior,6,2025-06-29 00:00:00,1,1030,1,4,2026-07-05 00:00:00
204,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Junior,4,2025-07-16 00:00:00,1,1163,1,4,2026-06-28 00:00:00
2417,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,senior,Mid,5,2025-07-01 00:00:00,1,253,2,9,2026-06-30 00:00:00
2528,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Junior,7,2025-07-20 00:00:00,1,536,1,4,2026-04-18 00:00:00
1632,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Mid,7,2025-05-07 00:00:00,1,97,1,6,2025-09-19 00:00:00
537,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Mid,9,2025-02-25 00:00:00,1,553,1,2,2026-06-01 00:00:00
2248,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,senior,Mid,10,2025-10-08 00:00:00,1,271,4,20,2026-06-30 00:00:00
1275,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Beginner,10,2025-09-18 00:00:00,1,1315,1,1,2026-06-03 00:00:00
1109,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Beginner,7,2025-03-22 00:00:00,1,250,1,5,2025-05-26 00:00:00
549,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Beginner,4,2024-05-15 00:00:00,1,538,1,5,2024-11-22 00:00:00
1088,Deep Learning for Real Projects,This mentorship focuses on Deep Learning with practical applications.,Available,,senior,Beginner,7,2025-10-02 00:00:00,1,119,2,8,2025-12-20 00:00:00
428,Data Analysis for Beginners,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Junior,5,2025-01-05 00:00:00,1,140,2,11,2025-02-10 00:00:00
779,Branding for Real Projects,This mentorship focuses on Branding with practical applications.,Available,,sophomore,Beginner,19,2025-03-31 00:00:00,1,923,3,18,2025-09-13 03:51:00
2355,Hands-on Product Management Training,This mentorship focuses on Product Management with practical applications.,Available,,senior,Senior,6,2025-09-13 00:00:00,1,334,4,19,2026-07-06 00:00:00
1778,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Mid,7,2024-06-18 00:00:00,1,948,1,1,2026-06-02 00:00:00
2660,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Senior,4,2024-12-26 00:00:00,1,180,2,11,2026-07-11 00:00:00
3090,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Mid,10,2025-09-04 00:00:00,1,842,1,4,2026-06-13 00:00:00
2221,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,senior,Senior,7,2025-02-22 00:00:00,1,15,1,6,2026-06-23 00:00:00
3132,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,freshman,Junior,11,2024-06-12 00:00:00,1,76,3,18,2024-09-11 00:00:00
2303,Career Coaching for Real Projects,This mentorship focuses on Career Coaching with practical applications.,Available,,junior,Beginner,14,2024-09-01 00:00:00,1,178,4,22,2024-12-02 00:00:00
697,Mastering Project Management,This mentorship focuses on Project Management with practical applications.,Available,,junior,Mid,9,2025-03-14 00:00:00,1,878,4,21,2025-03-29 00:00:00
1293,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Mid,5,2025-06-19 00:00:00,1,1429,2,8,2026-07-04 00:00:00
2782,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Junior,6,2025-06-03 00:00:00,1,424,1,5,2026-06-13 00:00:00
1826,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,freshman,Junior,15,2025-08-23 00:00:00,1,556,1,6,2025-10-02 00:00:00
457,UI/UX Design for Beginners,This mentorship focuses on UI/UX Design with practical applications.,Available,,junior,Mid,8,2024-05-09 00:00:00,1,667,3,14,2026-07-05 00:00:00
189,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,freshman,Mid,8,2025-09-15 00:00:00,1,116,1,6,2026-02-15 00:00:00
2815,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Senior,6,2024-02-10 00:00:00,1,281,1,1,2026-05-31 00:00:00
1644,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Beginner,10,2024-09-04 00:00:00,1,1263,1,5,2025-08-12 06:13:00
2252,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Junior,6,2025-09-01 00:00:00,1,785,1,2,2026-07-07 00:00:00
2823,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Junior,9,2025-05-01 00:00:00,1,490,1,5,2026-06-03 00:00:00
2712,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Mid,8,2024-01-08 00:00:00,1,834,1,1,2025-05-01 05:11:00
2918,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Mid,4,2025-06-17 00:00:00,1,1180,3,16,2026-06-24 00:00:00
3064,Data Engineering for Beginners,This mentorship focuses on Data Engineering with practical applications.,Available,,sophomore,Beginner,10,2025-08-29 00:00:00,1,34,2,13,2025-09-22 00:00:00
1875,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,sophomore,Mid,10,2024-05-10 00:00:00,1,957,2,9,2026-07-10 00:00:00
186,Career Coaching for Real Projects,This mentorship focuses on Career Coaching with practical applications.,Available,,graduate,Senior,7,2025-03-09 00:00:00,1,986,4,22,2026-07-05 00:00:00
1358,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,graduate,Senior,6,2025-02-28 00:00:00,1,714,2,12,2026-07-04 00:00:00
736,Project Management for Real Projects,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Senior,4,2025-09-20 00:00:00,1,1040,4,21,2026-02-01 00:00:00
2185,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Beginner,7,2025-10-10 00:00:00,1,251,1,4,2026-06-18 00:00:00
461,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,junior,Beginner,9,2025-07-13 00:00:00,1,1351,1,6,2026-06-14 00:00:00
2886,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,freshman,Junior,12,2025-02-03 00:00:00,1,1461,1,6,2025-04-30 00:00:00
1552,Hands-on Entrepreneurship Training,This mentorship focuses on Entrepreneurship with practical applications.,Available,,freshman,Mid,8,2025-03-13 00:00:00,1,493,4,23,2025-05-17 00:00:00
2784,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,freshman,Junior,9,2025-08-21 00:00:00,1,424,1,6,2025-11-20 00:00:00
646,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Beginner,7,2025-03-22 00:00:00,1,807,3,15,2025-06-02 00:00:00
2219,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,senior,Mid,8,2024-03-28 00:00:00,1,15,1,6,2026-02-12 00:00:00
1889,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Mid,4,2025-10-04 00:00:00,1,467,1,4,2026-07-13 00:00:00
2200,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Mid,10,2025-01-14 00:00:00,1,704,1,1,2025-04-12 00:00:00
2841,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Senior,6,2025-01-09 00:00:00,1,331,1,1,2026-06-13 00:00:00
2570,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,graduate,Junior,10,2025-06-18 00:00:00,1,642,3,17,2026-06-14 00:00:00
1163,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Senior,10,2025-05-30 00:00:00,1,1441,1,4,2026-06-23 00:00:00
2952,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,junior,Mid,5,2025-02-26 00:00:00,1,1190,1,6,2026-06-06 00:00:00
664,Mastering Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Senior,3,2025-10-13 00:00:00,1,306,3,16,2026-07-10 00:00:00
