ProgramId,Title,Description,Availability,Duration,EducationLevel,TargetLevel,Capacity,CreatedAt,ProgramPostStatus,MentorProfileId,DomainId,SubDomainId,mentor_total_programs
1852,Entrepreneurship for Beginners,This mentorship focuses on Entrepreneurship with practical applications.,Available,,sophomore,Senior,2,2025-10-05 00:00:00,0,1238,4,23,4
2805,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Mid,7,2025-07-08 00:00:00,0,1241,1,1,5
1524,Mastering Project Management,This mentorship focuses on Project Management with practical applications.,Available,,freshman,Junior,8,2025-07-21 00:00:00,0,88,4,21,3
2925,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Junior,3,2025-09-16 00:00:00,0,1208,1,5,3
2557,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,freshman,Junior,1,2025-06-12 00:00:00,1,1153,2,11,4
1978,Introduction to Product Design,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Junior,7,2025-05-01 00:00:00,0,313,3,15,3
2036,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Junior,5,2025-08-12 00:00:00,0,783,1,6,4
1280,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Junior,6,2025-09-09 00:00:00,0,1147,1,1,3
1694,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Beginner,9,2025-09-05 00:00:00,0,199,1,4,5
1488,Mastering Entrepreneurship,This mentorship focuses on Entrepreneurship with practical applications.,Available,,sophomore,Junior,6,2024-12-02 00:00:00,0,433,4,23,3
283,Mastering Data Science,This mentorship focuses on Data Science with practical applications.,Available,,senior,Mid,8,2024-11-11 00:00:00,0,1255,2,12,4
2424,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,senior,Mid,10,2025-08-30 00:00:00,0,701,2,7,4
1825,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Senior,10,2025-05-20 00:00:00,0,556,1,1,5
1456,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Beginner,8,2025-06-02 00:00:00,0,1361,1,3,3
1289,Mastering Product Management,This mentorship focuses on Product Management with practical applications.,Available,,freshman,Mid,5,2025-05-19 00:00:00,0,550,4,19,1
1487,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Senior,10,2025-10-15 00:00:00,0,662,1,2,1
2262,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,7,2025-09-18 00:00:00,0,1051,1,2,3
2083,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,junior,Beginner,1,2025-10-10 00:00:00,0,146,1,6,5
2278,UI/UX Design for Real Projects,This mentorship focuses on UI/UX Design with practical applications.,Available,,senior,Beginner,3,2025-06-13 00:00:00,0,337,3,14,2
1612,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Senior,10,2025-04-26 00:00:00,0,1141,1,3,4
507,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Junior,10,2024-07-14 00:00:00,0,927,1,1,4
2223,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Senior,3,2025-06-22 00:00:00,0,186,1,1,4
169,Product Management for Beginners,This mentorship focuses on Product Management with practical applications.,Available,,junior,Senior,9,2024-02-08 00:00:00,0,405,4,19,4
706,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,freshman,Mid,4,2024-08-28 00:00:00,0,327,4,20,5
2265,Mastering Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,senior,Mid,6,2024-11-21 00:00:00,0,563,2,7,2
2541,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,graduate,Mid,10,2025-08-16 00:00:00,0,120,2,8,3
610,UI/UX Design for Real Projects,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Senior,9,2025-05-29 00:00:00,0,156,3,14,5
1108,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Beginner,4,2025-07-30 00:00:00,0,1,1,5,1
980,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Mid,5,2025-03-22 00:00:00,0,1130,1,6,4
1922,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,senior,Senior,5,2025-04-25 00:00:00,0,70,2,10,4
2214,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Beginner,7,2025-10-16 00:00:00,0,346,1,2,3
1233,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Beginner,2,2025-03-23 00:00:00,0,1060,1,5,5
1773,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Junior,2,2025-09-08 00:00:00,0,43,1,4,4
821,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,sophomore,Beginner,1,2025-08-01 00:00:00,0,554,2,10,5
2546,Hands-on Deep Learning Training,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Beginner,2,2025-05-07 00:00:00,0,1295,2,8,5
2610,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,senior,Beginner,3,2025-03-16 00:00:00,1,212,3,15,3
2005,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,senior,Junior,4,2025-10-03 00:00:00,0,945,2,10,3
2748,UI/UX Design for Beginners,This mentorship focuses on UI/UX Design with practical applications.,Available,,senior,Senior,2,2025-10-16 00:00:00,0,1390,3,14,3
210,Introduction to Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Mid,7,2025-01-19 00:00:00,0,165,3,17,5
1286,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Mid,3,2024-06-23 00:00:00,0,288,1,4,4
2026,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Beginner,6,2024-08-22 00:00:00,0,426,3,17,3
2258,Mastering Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,sophomore,Beginner,5,2025-04-22 00:00:00,1,1248,2,10,4
1546,Mastering Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,freshman,Junior,9,2025-05-16 00:00:00,0,919,4,22,4
2808,Introduction to Entrepreneurship,This mentorship focuses on Entrepreneurship with practical applications.,Available,,sophomore,Beginner,5,2025-04-02 00:00:00,1,1402,4,23,5
1066,Hands-on Natural Language Processing Training,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Mid,6,2024-09-09 00:00:00,0,1061,2,10,3
1719,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,junior,Junior,10,2024-08-08 00:00:00,0,978,3,17,5
207,Data Analysis for Beginners,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Mid,8,2025-01-20 00:00:00,0,778,2,11,3
2904,Data Science for Real Projects,This mentorship focuses on Data Science with practical applications.,Available,,junior,Senior,4,2025-09-30 00:00:00,0,1328,2,12,4
2828,Hands-on Business Analysis Training,This mentorship focuses on Business Analysis with practical applications.,Available,,junior,Beginner,3,2025-10-12 00:00:00,1,1339,4,20,5
746,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Mid,6,2025-04-13 00:00:00,0,336,3,15,5
2913,Data Engineering for Beginners,This mentorship focuses on Data Engineering with practical applications.,Available,,junior,Beginner,1,2024-12-13 00:00:00,0,351,2,13,3
1600,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Junior,9,2025-08-11 00:00:00,0,391,1,1,4
249,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,senior,Beginner,4,2025-01-01 00:00:00,0,616,3,15,3
1816,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,senior,Beginner,1,2024-10-24 00:00:00,0,1122,1,6,2
2890,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,graduate,Junior,5,2024-11-13 00:00:00,0,1273,1,6,3
688,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Junior,3,2025-10-10 00:00:00,0,1169,1,1,3
109,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Beginner,9,2025-07-21 00:00:00,0,144,1,3,4
2194,Mastering Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Senior,6,2025-04-23 00:00:00,0,755,2,9,3
146,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Senior,10,2025-05-28 00:00:00,0,911,1,5,4
323,Mastering Data Science,This mentorship focuses on Data Science with practical applications.,Available,,senior,Junior,4,2024-08-04 00:00:00,0,680,2,12,5
2379,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Mid,8,2025-08-21 00:00:00,0,1236,1,5,4
2014,Deep Learning for Real Projects,This mentorship focuses on Deep Learning with practical applications.,Available,,graduate,Mid,6,2025-04-17 00:00:00,0,786,2,8,5
1117,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Mid,10,2025-02-20 00:00:00,0,1036,3,16,3
996,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Junior,1,2024-12-15 00:00:00,0,1353,1,4,3
3150,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,9,2024-12-01 00:00:00,0,1166,1,5,5
1769,Data Engineering for Real Projects,This mentorship focuses on Data Engineering with practical applications.,Available,,senior,Mid,2,2025-09-16 00:00:00,0,83,2,13,1
1560,Data Science for Real Projects,This mentorship focuses on Data Science with practical applications.,Available,,freshman,Junior,5,2025-04-05 00:00:00,0,1270,2,12,4
1413,Mastering Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,graduate,Senior,4,2025-08-28 00:00:00,0,255,3,16,4
1070,Branding for Real Projects,This mentorship focuses on Branding with practical applications.,Available,,junior,Mid,9,2024-08-14 00:00:00,0,685,3,18,4
1770,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Mid,8,2025-06-22 00:00:00,0,43,1,2,4
497,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Senior,4,2025-01-04 00:00:00,0,192,1,2,5
278,Graphic Design for Beginners,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Beginner,10,2025-01-04 00:00:00,0,1289,3,16,2
2647,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,senior,Beginner,2,2025-08-30 00:00:00,0,404,1,6,4
1186,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Senior,3,2024-10-14 00:00:00,0,227,1,2,5
3030,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Beginner,8,2025-06-17 00:00:00,0,863,1,3,4
3141,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Junior,5,2025-10-05 00:00:00,0,881,1,1,3
2853,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,freshman,Junior,5,2025-10-16 00:00:00,1,850,1,6,2
560,Introduction to Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Mid,7,2025-06-23 00:00:00,0,653,2,11,4
1434,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Junior,1,2025-09-21 00:00:00,1,323,1,3,5
2003,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,junior,Senior,6,2024-08-03 00:00:00,0,945,2,11,3
1841,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Junior,6,2024-05-22 00:00:00,0,234,1,6,5
1790,Machine Learning for Beginners,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Senior,5,2025-07-31 00:00:00,0,369,2,7,1
336,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Senior,8,2025-08-14 00:00:00,0,814,1,4,4
2298,Product Management for Beginners,This mentorship focuses on Product Management with practical applications.,Available,,sophomore,Junior,1,2025-09-22 00:00:00,0,1325,4,19,4
1068,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Junior,4,2025-07-17 00:00:00,0,1061,2,8,3
2261,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,graduate,Mid,2,2025-09-05 00:00:00,0,1051,1,6,3
1382,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Beginner,10,2025-09-01 00:00:00,0,1384,1,3,4
2378,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Mid,8,2025-06-25 00:00:00,0,1236,1,3,4
2663,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Mid,10,2025-03-05 00:00:00,0,811,1,4,5
57,Graphic Design for Beginners,This mentorship focuses on Graphic Design with practical applications.,Available,,junior,Senior,3,2025-04-17 00:00:00,0,1164,3,16,2
151,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Senior,2,2025-06-30 00:00:00,0,1408,3,15,3
2212,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Senior,6,2025-09-12 00:00:00,0,346,1,3,3
1570,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Mid,7,2025-08-11 00:00:00,0,1419,1,4,5
1764,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,freshman,Mid,8,2024-12-28 00:00:00,0,1341,1,6,3
1753,Hands-on Career Coaching Training,This mentorship focuses on Career Coaching with practical applications.,Available,,freshman,Senior,6,2025-09-30 00:00:00,0,492,4,22,3
1749,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Junior,5,2025-09-16 00:00:00,0,686,3,14,3
108,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Junior,4,2025-05-10 00:00:00,0,144,1,3,4
400,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,junior,Mid,3,2025-08-21 00:00:00,0,843,1,6,5
1621,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,sophomore,Mid,10,2025-10-17 00:00:00,0,1265,3,17,4
1330,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,junior,Senior,8,2025-09-01 00:00:00,0,547,3,15,2
2290,Data Science for Beginners,This mentorship focuses on Data Science with practical applications.,Available,,graduate,Mid,10,2025-02-21 00:00:00,0,979,2,12,4
2909,Data Engineering for Real Projects,This mentorship focuses on Data Engineering with practical applications.,Available,,freshman,Junior,4,2024-04-28 00:00:00,0,1072,2,13,4
53,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Beginner,6,2025-04-04 00:00:00,0,521,3,15,4
1128,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Junior,10,2025-09-28 00:00:00,0,956,1,4,3
970,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Beginner,7,2024-08-22 00:00:00,0,894,1,3,4
2257,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,freshman,Senior,7,2024-12-19 00:00:00,0,1248,2,9,4
2260,Data Engineering for Real Projects,This mentorship focuses on Data Engineering with practical applications.,Available,,graduate,Beginner,6,2025-08-16 00:00:00,0,1248,2,13,4
1610,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Junior,10,2025-08-26 00:00:00,0,409,1,4,4
379,Motion Design for Real Projects,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Senior,4,2025-01-17 00:00:00,0,968,3,17,4
1368,Hands-on Business Analysis Training,This mentorship focuses on Business Analysis with practical applications.,Available,,freshman,Beginner,9,2025-07-15 00:00:00,0,1396,4,20,2
2371,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Mid,8,2025-01-26 00:00:00,0,194,1,4,4
413,Machine Learning for Beginners,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Beginner,8,2025-09-13 00:00:00,0,435,2,7,4
1301,Hands-on Entrepreneurship Training,This mentorship focuses on Entrepreneurship with practical applications.,Available,,junior,Beginner,4,2025-09-10 00:00:00,0,1304,4,23,3
580,Introduction to Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,freshman,Mid,4,2024-09-17 00:00:00,0,1174,2,13,1
2985,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,junior,Senior,10,2025-05-05 00:00:00,0,931,3,16,4
1266,Hands-on Entrepreneurship Training,This mentorship focuses on Entrepreneurship with practical applications.,Available,,junior,Junior,3,2024-09-24 00:00:00,0,1080,4,23,3
1904,Introduction to Entrepreneurship,This mentorship focuses on Entrepreneurship with practical applications.,Available,,graduate,Mid,4,2025-10-09 00:00:00,0,570,4,23,5
1512,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Beginner,5,2025-09-29 00:00:00,0,1162,3,15,4
1248,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Junior,8,2025-05-30 00:00:00,0,840,1,3,4
2581,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Junior,9,2025-04-07 00:00:00,0,892,1,1,4
1420,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Mid,2,2024-08-18 00:00:00,0,171,1,4,1
1884,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,graduate,Senior,7,2025-09-04 00:00:00,0,1145,1,6,4
2838,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Junior,8,2024-09-14 00:00:00,0,55,1,4,2
3173,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Beginner,4,2025-08-01 00:00:00,0,81,1,5,5
2629,Mastering Entrepreneurship,This mentorship focuses on Entrepreneurship with practical applications.,Available,,graduate,Mid,7,2025-09-02 00:00:00,0,991,4,23,3
2101,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Beginner,5,2025-05-10 00:00:00,0,511,1,5,5
526,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,freshman,Beginner,6,2025-05-28 00:00:00,0,1065,1,6,4
2540,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Beginner,5,2024-06-23 00:00:00,1,120,2,8,3
2187,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Senior,7,2025-02-21 00:00:00,0,363,3,15,2
1410,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Senior,2,2025-09-25 00:00:00,0,301,1,1,2
1138,Hands-on Data Engineering Training,This mentorship focuses on Data Engineering with practical applications.,Available,,freshman,Senior,3,2025-09-22 00:00:00,0,522,2,13,5
1797,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Junior,4,2024-10-25 00:00:00,0,359,1,5,4
2938,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,senior,Mid,5,2025-10-14 00:00:00,0,1159,1,6,4
418,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Mid,6,2025-08-20 00:00:00,0,882,1,1,3
2017,Introduction to Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Beginner,9,2025-06-10 00:00:00,0,786,2,8,5
2166,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Junior,4,2025-01-05 00:00:00,0,1398,1,1,4
107,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Senior,2,2025-03-18 00:00:00,0,144,1,6,4
2928,UI/UX Design for Beginners,This mentorship focuses on UI/UX Design with practical applications.,Available,,junior,Senior,8,2024-12-23 00:00:00,0,689,3,14,4
851,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Junior,4,2025-06-24 00:00:00,0,1288,1,6,5
2,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Beginner,3,2025-10-04 00:00:00,0,530,3,16,3
198,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,sophomore,Senior,9,2025-07-05 00:00:00,0,1093,2,9,3
1285,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Senior,10,2023-12-20 00:00:00,0,288,1,4,4
3136,Introduction to Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,sophomore,Senior,6,2025-07-01 00:00:00,0,585,3,17,4
196,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Beginner,3,2025-05-10 00:00:00,0,1085,1,5,2
1736,Mastering UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,senior,Junior,8,2025-05-28 00:00:00,0,1366,3,14,3
1910,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Senior,6,2024-11-08 00:00:00,0,1297,1,2,3
2998,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,junior,Beginner,6,2025-09-19 00:00:00,0,361,3,18,3
16,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Beginner,3,2025-08-06 00:00:00,0,324,3,15,4
2658,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Junior,3,2024-08-30 00:00:00,0,180,2,11,3
1161,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Senior,4,2025-06-29 00:00:00,0,203,1,2,5
583,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,senior,Junior,4,2025-08-11 00:00:00,0,413,3,15,3
1102,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,sophomore,Senior,6,2025-09-15 00:00:00,0,805,2,10,4
2034,Mastering Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,freshman,Senior,8,2025-06-18 00:00:00,0,663,2,9,1
1092,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Junior,6,2025-06-13 00:00:00,0,754,1,3,3
1577,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,graduate,Junior,7,2025-06-29 00:00:00,0,385,2,9,3
1959,Introduction to Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,freshman,Junior,9,2024-12-19 00:00:00,0,1129,4,22,2
2329,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Beginner,10,2025-07-25 00:00:00,0,555,1,5,2
2317,Mastering Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Junior,9,2025-09-04 00:00:00,0,748,2,10,3
1123,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,sophomore,Senior,7,2025-09-26 00:00:00,0,1299,3,18,4
1791,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,graduate,Junior,7,2024-12-17 00:00:00,0,1491,2,9,1
212,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Mid,6,2025-06-11 00:00:00,0,165,3,17,5
2970,Data Science for Beginners,This mentorship focuses on Data Science with practical applications.,Available,,senior,Junior,10,2025-10-04 00:00:00,0,800,2,12,4
2522,Machine Learning for Beginners,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Mid,2,2025-09-02 00:00:00,0,1332,2,7,4
3154,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Junior,6,2025-08-19 00:00:00,0,1476,3,16,5
2192,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,senior,Senior,10,2024-12-24 00:00:00,0,755,2,8,3
1838,Mastering Data Science,This mentorship focuses on Data Science with practical applications.,Available,,junior,Mid,7,2025-08-09 00:00:00,0,1001,2,12,2
2142,Introduction to Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,senior,Senior,10,2025-01-19 00:00:00,0,201,2,13,3
401,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Junior,10,2025-10-12 00:00:00,0,843,1,3,5
1238,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Junior,3,2025-10-17 00:00:00,0,996,1,1,4
999,Mastering Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Senior,10,2024-04-18 00:00:00,0,91,2,7,3
2450,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Junior,7,2025-04-26 00:00:00,0,245,1,6,5
2967,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Beginner,3,2025-10-17 00:00:00,0,338,1,2,1
2871,Data Engineering for Real Projects,This mentorship focuses on Data Engineering with practical applications.,Available,,senior,Senior,3,2025-01-28 00:00:00,0,13,2,13,5
1750,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,junior,Beginner,8,2025-10-14 00:00:00,1,686,3,17,3
2099,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Senior,2,2025-01-31 00:00:00,0,511,1,6,5
491,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Junior,10,2025-07-13 00:00:00,0,825,1,5,3
2831,Career Coaching for Beginners,This mentorship focuses on Career Coaching with practical applications.,Available,,junior,Senior,4,2025-10-15 00:00:00,0,1339,4,22,5
324,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,sophomore,Senior,2,2025-03-24 00:00:00,0,680,2,12,5
1005,Hands-on Branding Training,This mentorship focuses on Branding with practical applications.,Available,,junior,Junior,7,2025-10-04 00:00:00,0,884,3,18,4
464,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,sophomore,Senior,8,2025-09-02 00:00:00,0,734,3,16,5
767,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,graduate,Junior,4,2025-05-20 00:00:00,0,865,1,6,4
1178,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,junior,Beginner,3,2025-02-15 00:00:00,0,890,1,6,5
1022,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Senior,5,2024-07-17 00:00:00,0,817,1,1,3
1779,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Mid,2,2024-11-27 00:00:00,0,948,1,1,5
1290,Data Engineering for Beginners,This mentorship focuses on Data Engineering with practical applications.,Available,,sophomore,Junior,10,2024-09-21 00:00:00,0,1429,2,13,5
897,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,freshman,Mid,2,2025-08-23 00:00:00,0,379,1,6,5
719,Data Science for Beginners,This mentorship focuses on Data Science with practical applications.,Available,,freshman,Beginner,5,2025-07-12 00:00:00,1,999,2,12,3
2749,UI/UX Design for Beginners,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Junior,3,2024-03-31 00:00:00,1,473,3,14,3
