ProgramId,Title,Description,Availability,Duration,EducationLevel,TargetLevel,Capacity,CreatedAt,ProgramPostStatus,MentorProfileId,DomainId,SubDomainId
526,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,freshman,Beginner,6,2025-05-28 00:00:00,0,1065,1,6
2540,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Beginner,5,2024-06-23 00:00:00,1,120,2,8
2187,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Senior,7,2025-02-21 00:00:00,0,363,3,15
1410,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Senior,2,2025-09-25 00:00:00,0,301,1,1
1138,Hands-on Data Engineering Training,This mentorship focuses on Data Engineering with practical applications.,Available,,freshman,Senior,3,2025-09-22 00:00:00,0,522,2,13
1797,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Junior,4,2024-10-25 00:00:00,0,359,1,5
2938,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,senior,Mid,5,2025-10-14 00:00:00,0,1159,1,6
418,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Mid,6,2025-08-20 00:00:00,0,882,1,1
2017,Introduction to Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Beginner,9,2025-06-10 00:00:00,0,786,2,8
2166,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Junior,4,2025-01-05 00:00:00,0,1398,1,1
107,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Senior,2,2025-03-18 00:00:00,0,144,1,6
2928,UI/UX Design for Beginners,This mentorship focuses on UI/UX Design with practical applications.,Available,,junior,Senior,8,2024-12-23 00:00:00,0,689,3,14
851,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Junior,4,2025-06-24 00:00:00,0,1288,1,6
2,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Beginner,3,2025-10-04 00:00:00,0,530,3,16
198,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,sophomore,Senior,9,2025-07-05 00:00:00,0,1093,2,9
1285,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Senior,10,2023-12-20 00:00:00,0,288,1,4
3136,Introduction to Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,sophomore,Senior,6,2025-07-01 00:00:00,0,585,3,17
196,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Beginner,3,2025-05-10 00:00:00,0,1085,1,5
1736,Mastering UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,senior,Junior,8,2025-05-28 00:00:00,0,1366,3,14
1910,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Senior,6,2024-11-08 00:00:00,0,1297,1,2
2998,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,junior,Beginner,6,2025-09-19 00:00:00,0,361,3,18
16,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Beginner,3,2025-08-06 00:00:00,0,324,3,15
2658,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Junior,3,2024-08-30 00:00:00,0,180,2,11
1161,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Senior,4,2025-06-29 00:00:00,0,203,1,2
583,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,senior,Junior,4,2025-08-11 00:00:00,0,413,3,15
1102,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,sophomore,Senior,6,2025-09-15 00:00:00,0,805,2,10
2034,Mastering Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,freshman,Senior,8,2025-06-18 00:00:00,0,663,2,9
1092,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Junior,6,2025-06-13 00:00:00,0,754,1,3
1577,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,graduate,Junior,7,2025-06-29 00:00:00,0,385,2,9
1959,Introduction to Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,freshman,Junior,9,2024-12-19 00:00:00,0,1129,4,22
2329,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Beginner,10,2025-07-25 00:00:00,0,555,1,5
2317,Mastering Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Junior,9,2025-09-04 00:00:00,0,748,2,10
1123,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,sophomore,Senior,7,2025-09-26 00:00:00,0,1299,3,18
1791,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,graduate,Junior,7,2024-12-17 00:00:00,0,1491,2,9
212,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Mid,6,2025-06-11 00:00:00,0,165,3,17
2970,Data Science for Beginners,This mentorship focuses on Data Science with practical applications.,Available,,senior,Junior,10,2025-10-04 00:00:00,0,800,2,12
2522,Machine Learning for Beginners,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Mid,2,2025-09-02 00:00:00,0,1332,2,7
3154,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Junior,6,2025-08-19 00:00:00,0,1476,3,16
2192,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,senior,Senior,10,2024-12-24 00:00:00,0,755,2,8
1838,Mastering Data Science,This mentorship focuses on Data Science with practical applications.,Available,,junior,Mid,7,2025-08-09 00:00:00,0,1001,2,12
2142,Introduction to Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,senior,Senior,10,2025-01-19 00:00:00,0,201,2,13
401,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Junior,10,2025-10-12 00:00:00,0,843,1,3
1238,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Junior,3,2025-10-17 00:00:00,0,996,1,1
999,Mastering Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Senior,10,2024-04-18 00:00:00,0,91,2,7
2450,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Junior,7,2025-04-26 00:00:00,0,245,1,6
2967,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Beginner,3,2025-10-17 00:00:00,0,338,1,2
2871,Data Engineering for Real Projects,This mentorship focuses on Data Engineering with practical applications.,Available,,senior,Senior,3,2025-01-28 00:00:00,0,13,2,13
1750,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,junior,Beginner,8,2025-10-14 00:00:00,1,686,3,17
2099,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Senior,2,2025-01-31 00:00:00,0,511,1,6
491,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Junior,10,2025-07-13 00:00:00,0,825,1,5
2831,Career Coaching for Beginners,This mentorship focuses on Career Coaching with practical applications.,Available,,junior,Senior,4,2025-10-15 00:00:00,0,1339,4,22
324,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,sophomore,Senior,2,2025-03-24 00:00:00,0,680,2,12
1005,Hands-on Branding Training,This mentorship focuses on Branding with practical applications.,Available,,junior,Junior,7,2025-10-04 00:00:00,0,884,3,18
464,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,sophomore,Senior,8,2025-09-02 00:00:00,0,734,3,16
767,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,graduate,Junior,4,2025-05-20 00:00:00,0,865,1,6
1178,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,junior,Beginner,3,2025-02-15 00:00:00,0,890,1,6
1022,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Senior,5,2024-07-17 00:00:00,0,817,1,1
1779,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Mid,2,2024-11-27 00:00:00,0,948,1,1
1290,Data Engineering for Beginners,This mentorship focuses on Data Engineering with practical applications.,Available,,sophomore,Junior,10,2024-09-21 00:00:00,0,1429,2,13
897,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,freshman,Mid,2,2025-08-23 00:00:00,0,379,1,6
719,Data Science for Beginners,This mentorship focuses on Data Science with practical applications.,Available,,freshman,Beginner,5,2025-07-12 00:00:00,1,999,2,12
2749,UI/UX Design for Beginners,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Junior,3,2024-03-31 00:00:00,1,473,3,14
1139,Introduction to Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,sophomore,Mid,9,2025-10-02 00:00:00,0,522,2,13
3051,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Senior,7,2025-05-17 00:00:00,0,982,1,1
2283,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Junior,9,2025-08-05 00:00:00,0,141,1,4
2775,Machine Learning for Beginners,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Junior,8,2025-01-25 00:00:00,0,1121,2,7
2430,Introduction to Product Design,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Junior,3,2024-08-02 00:00:00,0,448,3,15
1345,Mastering Product Management,This mentorship focuses on Product Management with practical applications.,Available,,senior,Beginner,8,2025-05-31 00:00:00,0,664,4,19
1697,Introduction to Branding,This mentorship focuses on Branding with practical applications.,Available,,senior,Mid,8,2025-08-23 00:00:00,0,47,3,18
2543,Data Science for Real Projects,This mentorship focuses on Data Science with practical applications.,Available,,sophomore,Beginner,4,2024-09-02 00:00:00,0,1295,2,12
1378,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Beginner,3,2024-08-13 00:00:00,1,867,3,15
769,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Beginner,10,2025-09-24 00:00:00,0,865,1,3
2671,Mastering Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Beginner,13,2025-08-21 00:00:00,1,1498,3,16
11,Mastering UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Senior,6,2025-03-15 00:00:00,0,514,3,14
2867,Introduction to Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,senior,Senior,9,2024-10-13 00:00:00,0,13,2,9
1142,Mastering Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,freshman,Senior,3,2025-10-14 00:00:00,0,522,2,9
2092,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Mid,6,2025-10-02 00:00:00,0,1271,1,4
1646,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Senior,2,2025-03-10 00:00:00,0,1263,1,2
822,Computer Vision for Beginners,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Senior,8,2025-08-26 00:00:00,0,554,2,9
147,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Junior,3,2025-10-13 00:00:00,0,911,1,1
2123,Introduction to Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,junior,Senior,7,2024-02-04 00:00:00,0,1134,3,16
360,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,freshman,Junior,2,2024-06-06 00:00:00,0,1480,2,10
2273,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Mid,4,2024-11-20 00:00:00,0,809,3,15
815,Product Management for Beginners,This mentorship focuses on Product Management with practical applications.,Available,,junior,Beginner,6,2025-07-09 00:00:00,0,920,4,19
2760,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,sophomore,Senior,7,2025-09-27 00:00:00,0,1178,3,14
1803,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Beginner,5,2025-08-30 00:00:00,0,432,1,1
794,Mastering Data Science,This mentorship focuses on Data Science with practical applications.,Available,,graduate,Mid,9,2025-09-30 00:00:00,0,1410,2,12
3027,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Mid,9,2025-08-03 00:00:00,0,692,1,3
2965,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,graduate,Mid,4,2024-06-17 00:00:00,0,143,3,17
2367,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Beginner,6,2025-09-27 00:00:00,1,709,1,1
1527,Introduction to Entrepreneurship,This mentorship focuses on Entrepreneurship with practical applications.,Available,,senior,Mid,10,2025-02-06 00:00:00,0,579,4,23
2222,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Senior,1,2025-06-28 00:00:00,0,15,1,6
372,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Junior,2,2024-07-25 00:00:00,0,676,1,5
1518,Data Engineering for Beginners,This mentorship focuses on Data Engineering with practical applications.,Available,,graduate,Junior,4,2025-05-19 00:00:00,0,815,2,13
3008,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,junior,Beginner,6,2025-08-25 00:00:00,1,169,3,16
1038,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,senior,Senior,4,2025-10-17 00:00:00,0,289,2,7
3120,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Beginner,9,2025-06-12 00:00:00,0,1397,1,3
2948,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Junior,3,2025-09-19 00:00:00,0,326,1,1
2012,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Senior,10,2024-09-12 00:00:00,0,1103,1,3
2997,Introduction to Branding,This mentorship focuses on Branding with practical applications.,Available,,graduate,Mid,6,2025-06-01 00:00:00,0,361,3,18
2545,Natural Language Processing for Real Projects,This mentorship focuses on Natural Language Processing with practical applications.,Available,,senior,Mid,2,2025-02-03 00:00:00,0,1295,2,10
749,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,freshman,Junior,7,2025-06-09 00:00:00,0,336,3,17
2983,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Senior,3,2024-09-16 00:00:00,0,931,3,16
270,Introduction to Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,junior,Senior,5,2025-08-08 00:00:00,0,983,2,13
2226,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Beginner,10,2025-08-19 00:00:00,1,186,1,3
753,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Junior,8,2024-07-05 00:00:00,0,376,1,2
2117,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,freshman,Beginner,8,2025-10-14 00:00:00,0,1207,3,17
1274,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,graduate,Senior,3,2025-01-28 00:00:00,0,1315,1,6
1367,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Mid,6,2025-10-10 00:00:00,0,1367,1,1
1676,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,junior,Senior,3,2024-06-13 00:00:00,0,364,3,17
253,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,freshman,Junior,6,2025-07-16 00:00:00,0,627,1,6
1433,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Mid,9,2025-09-12 00:00:00,0,323,1,3
1055,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Senior,4,2025-09-22 00:00:00,0,270,2,11
2297,Entrepreneurship for Real Projects,This mentorship focuses on Entrepreneurship with practical applications.,Available,,sophomore,Junior,3,2025-09-17 00:00:00,0,1325,4,23
368,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Mid,5,2025-04-06 00:00:00,0,365,1,4
3016,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Beginner,9,2025-07-18 00:00:00,0,702,1,4
1090,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Junior,8,2025-02-25 00:00:00,0,754,1,5
1445,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,senior,Senior,5,2025-08-26 00:00:00,0,769,2,7
1798,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Junior,8,2025-01-08 00:00:00,0,359,1,5
1506,Career Coaching for Beginners,This mentorship focuses on Career Coaching with practical applications.,Available,,graduate,Mid,1,2024-11-17 00:00:00,0,780,4,22
2551,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Junior,3,2025-06-18 00:00:00,0,1127,1,3
1660,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Mid,10,2025-09-13 00:00:00,0,1382,1,2
1235,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,senior,Mid,2,2025-10-11 00:00:00,0,996,1,6
1654,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Mid,7,2025-10-07 00:00:00,0,1364,3,15
2284,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,freshman,Junior,6,2025-05-23 00:00:00,0,1453,2,12
2861,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,senior,Beginner,3,2025-09-28 00:00:00,0,40,2,8
2989,Natural Language Processing for Real Projects,This mentorship focuses on Natural Language Processing with practical applications.,Available,,sophomore,Mid,1,2024-11-22 00:00:00,0,1307,2,10
421,Motion Design for Real Projects,This mentorship focuses on Motion Design with practical applications.,Available,,graduate,Junior,4,2025-10-01 00:00:00,0,1486,3,17
1625,UI/UX Design for Real Projects,This mentorship focuses on UI/UX Design with practical applications.,Available,,senior,Junior,2,2025-06-22 00:00:00,0,888,3,14
1827,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Mid,8,2025-10-07 00:00:00,0,556,1,6
1291,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Beginner,9,2025-02-06 00:00:00,0,1429,2,11
598,Machine Learning for Beginners,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Junior,10,2025-03-25 00:00:00,0,395,2,7
1168,Natural Language Processing for Real Projects,This mentorship focuses on Natural Language Processing with practical applications.,Available,,freshman,Senior,1,2025-01-15 00:00:00,0,399,2,10
2837,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Junior,8,2024-07-20 00:00:00,0,55,1,5
1097,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Beginner,7,2025-10-17 00:00:00,0,649,1,6
2885,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,senior,Senior,7,2025-01-12 00:00:00,0,1461,1,6
1243,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Mid,3,2025-04-02 00:00:00,1,410,1,3
2299,Hands-on Product Management Training,This mentorship focuses on Product Management with practical applications.,Available,,sophomore,Junior,6,2025-08-30 00:00:00,0,1368,4,19
2074,Product Design for Real Projects,This mentorship focuses on Product Design with practical applications.,Available,,senior,Mid,1,2025-10-11 00:00:00,0,548,3,15
2465,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Senior,2,2025-05-03 00:00:00,0,631,3,15
1054,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,junior,Junior,2,2025-09-03 00:00:00,0,270,2,11
3139,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Junior,10,2025-08-13 00:00:00,0,881,1,1
353,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,junior,Mid,5,2024-05-14 00:00:00,0,946,2,12
1037,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,senior,Beginner,6,2025-10-16 00:00:00,0,289,2,7
17,Data Science for Real Projects,This mentorship focuses on Data Science with practical applications.,Available,,senior,Senior,3,2025-03-24 00:00:00,0,286,2,12
2255,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,freshman,Beginner,2,2025-07-21 00:00:00,0,1078,3,17
2385,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,freshman,Mid,9,2025-02-22 00:00:00,0,541,3,17
2122,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,junior,Mid,2,2025-06-09 00:00:00,0,68,2,11
1213,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Junior,2,2025-05-29 00:00:00,0,3,1,5
1835,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Junior,8,2025-05-10 00:00:00,0,297,3,14
2414,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Mid,2,2025-10-05 00:00:00,0,342,1,3
550,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Senior,3,2024-10-07 00:00:00,0,538,1,5
2864,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,6,2024-10-17 00:00:00,0,501,1,2
2943,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Mid,7,2024-10-02 00:00:00,0,1500,1,5
1314,Entrepreneurship for Real Projects,This mentorship focuses on Entrepreneurship with practical applications.,Available,,freshman,Beginner,3,2024-12-27 00:00:00,0,384,4,23
3101,Mastering Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,graduate,Junior,1,2025-03-13 00:00:00,0,72,4,22
2876,Introduction to Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Junior,5,2025-09-26 00:00:00,0,1206,3,16
305,Motion Design for Real Projects,This mentorship focuses on Motion Design with practical applications.,Available,,freshman,Mid,4,2025-10-08 00:00:00,0,436,3,17
55,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Senior,1,2025-06-23 00:00:00,0,521,3,15
1717,Introduction to Product Design,This mentorship focuses on Product Design with practical applications.,Available,,senior,Senior,10,2024-05-07 00:00:00,0,978,3,15
2050,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,freshman,Mid,5,2025-08-04 00:00:00,0,118,2,10
608,Product Design for Real Projects,This mentorship focuses on Product Design with practical applications.,Available,,senior,Mid,5,2025-03-23 00:00:00,0,156,3,15
2062,Data Engineering for Real Projects,This mentorship focuses on Data Engineering with practical applications.,Available,,graduate,Beginner,6,2025-07-19 00:00:00,0,460,2,13
344,Introduction to Product Design,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Mid,4,2025-08-05 00:00:00,0,1201,3,15
2950,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Senior,7,2025-09-11 00:00:00,0,1458,1,2
818,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Senior,6,2025-07-29 00:00:00,0,1312,1,4
535,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Beginner,2,2024-12-27 00:00:00,0,553,1,5
2143,Data Engineering for Beginners,This mentorship focuses on Data Engineering with practical applications.,Available,,junior,Beginner,4,2025-01-31 00:00:00,0,201,2,13
3001,Mastering UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,sophomore,Junior,1,2025-09-25 00:00:00,0,1237,3,14
658,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Beginner,6,2025-03-28 00:00:00,0,575,1,3
67,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Mid,1,2025-08-14 00:00:00,1,872,1,4
2632,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,senior,Beginner,7,2025-07-20 00:00:00,0,1284,1,6
1758,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,graduate,Beginner,10,2025-10-17 00:00:00,0,512,1,6
266,Hands-on Natural Language Processing Training,This mentorship focuses on Natural Language Processing with practical applications.,Available,,senior,Junior,2,2024-12-17 00:00:00,0,1434,2,10
2254,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Beginner,4,2025-05-23 00:00:00,0,1078,3,17
522,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Senior,9,2025-04-29 00:00:00,0,66,1,5
1979,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,4,2024-09-27 00:00:00,0,1012,1,5
1140,Introduction to Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,graduate,Mid,2,2025-10-08 00:00:00,0,522,2,9
1716,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Senior,1,2025-09-18 00:00:00,0,1327,1,2
1083,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Senior,3,2025-05-08 00:00:00,0,446,3,16
3038,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,junior,Beginner,7,2025-06-29 00:00:00,0,93,1,6
3005,Hands-on Project Management Training,This mentorship focuses on Project Management with practical applications.,Available,,senior,Senior,5,2025-07-08 00:00:00,0,906,4,21
1942,Business Analysis for Real Projects,This mentorship focuses on Business Analysis with practical applications.,Available,,senior,Beginner,4,2024-08-11 00:00:00,0,1274,4,20
2586,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Mid,2,2024-09-06 00:00:00,0,567,1,5
3185,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Senior,3,2025-08-28 00:00:00,0,587,1,5
1847,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Senior,3,2025-10-17 00:00:00,0,343,2,11
3052,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Mid,6,2025-09-20 00:00:00,0,982,1,6
1246,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Senior,3,2024-11-26 00:00:00,0,840,1,1
1752,Introduction to Project Management,This mentorship focuses on Project Management with practical applications.,Available,,sophomore,Beginner,3,2025-05-28 00:00:00,0,492,4,21
2605,Hands-on Branding Training,This mentorship focuses on Branding with practical applications.,Available,,senior,Mid,6,2025-10-15 00:00:00,0,607,3,18
3015,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Junior,7,2025-05-27 00:00:00,0,702,1,4
1768,Entrepreneurship for Beginners,This mentorship focuses on Entrepreneurship with practical applications.,Available,,sophomore,Beginner,3,2025-09-09 00:00:00,0,629,4,23
2141,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,junior,Junior,9,2025-06-29 00:00:00,0,382,3,16
